Ticker,Accuracy,Precision,Recall,F1_Score,MCC,AUC
VNINDEX,0.9175392670157068,0.9480874316939891,0.887468030690537,0.9167767503302511,0.8370320295551511,0.9182648464444642
VNINDEX,0.925392670157068,0.9114583333333334,0.938337801608579,0.9247027741083224,0.8511566190651303,0.9256906399347243
VNINDEX,0.9286649214659686,0.9435483870967742,0.931740614334471,0.9376073268460218,0.8544376734943726,0.9281199219592231
VNINDEX,0.9181937172774869,0.9252631578947368,0.9421221864951769,0.9336165693043016,0.827303647928789,0.91139722770137
VNINDEX,0.9195026178010471,0.9359550561797753,0.9265850945494994,0.9312465064281721,0.8342341295167603,0.9179825313764985
VNINDEX,0.8846153846153846,0.9088639200998752,0.875,0.891610532761788,0.7689936809325567,0.885505698005698
VNINDEX,0.9725130890052356,0.9778761061946902,0.9608695652173913,0.9692982456140351,0.9445392959543746,0.9714849019404379
VNINDEX,0.9738219895287958,0.978021978021978,0.9732685297691372,0.9756394640682094,0.9473644137711927,0.9738683074377601
VNINDEX,0.9469895287958116,0.991358024691358,0.9156214367160775,0.9519857735625371,0.8965430508174131,0.9524343742720173
VNINDEX,0.9600785340314136,0.9875311720698254,0.9395017793594306,0.9629179331306991,0.9210853588424869,0.9624516196067227
VNINDEX,0.9348109517601043,0.9401041666666666,0.9304123711340206,0.9352331606217615,0.8696672171987357,0.9348631776514431
VNINDEX,0.9698952879581152,0.9637046307884856,0.9783989834815756,0.9709962168978563,0.9398236804960413,0.9696313405936893
VNINDEX,0.9522251308900523,0.9423963133640553,0.9726516052318668,0.9572849619660619,0.903701464161012,0.9499357007236481
VNINDEX,0.9515706806282722,0.9704749679075738,0.9368029739776952,0.9533417402269861,0.903642630229234,0.9524514176407199
VNINDEX,0.9230769230769231,0.928374655647383,0.9108108108108108,0.9195088676671214,0.8460052790594883,0.9226598134658588
VNINDEX,0.9659685863874345,0.9665991902834008,0.9804928131416838,0.9734964322120285,0.9261551697228964,0.9604630130690368
VNINDEX,0.9659685863874345,0.9836601307189542,0.9606382978723405,0.9720129171151776,0.9290464674060522,0.9675640468953539
VNINDEX,0.9178617992177314,0.8927444794952681,0.9725085910652921,0.930921052631579,0.8347206696117296,0.9090984710243254
VNINDEX,0.9502617801047121,0.985200845665962,0.937625754527163,0.9608247422680413,0.8948903959144789,0.9557042630313719
VNINDEX,0.9152542372881356,0.9364731653888281,0.9223300970873787,0.9293478260869565,0.8236487467789125,0.9133891012619759
VNINDEX,0.6290743155149935,0.9764705882352941,0.3717805151175812,0.5385239253852393,0.42664863322897995,0.6796500079488063
