Ticker,Accuracy,Precision,Recall,F1_Score,MCC,AUC
VNINDEX,0.9051047120418848,0.9543509272467903,0.8554987212276215,0.9022252191503708,0.8151538740412919,0.9063016394341861
VNINDEX,0.8913612565445026,0.9489164086687306,0.82171581769437,0.8807471264367815,0.7887646813038813,0.8897581646016607
VNINDEX,0.9064136125654451,0.956575682382134,0.8771331058020477,0.91513353115727,0.8150572781792548,0.9116019920381578
VNINDEX,0.9096858638743456,0.9584775086505191,0.8906752411575563,0.9233333333333333,0.8170649959483505,0.915085519738442
VNINDEX,0.912303664921466,0.9226519337016574,0.92880978865406,0.925720620842572,0.8187217357555542,0.908761015153739
VNINDEX,0.8891786179921773,0.9007263922518159,0.8942307692307693,0.8974668275030157,0.7769269722967449,0.8887108262108262
VNINDEX,0.9509162303664922,0.9666160849772383,0.9231884057971015,0.9444032616753151,0.901270456147735,0.9484677112517726
VNINDEX,0.9685863874345549,0.9719853836784409,0.9696233292831106,0.9708029197080291,0.9368119415657968,0.9684996079039665
VNINDEX,0.9502617801047121,0.9842805320435308,0.928164196123147,0.9553990610328638,0.9012755604657589,0.9540974590446765
VNINDEX,0.9607329842931938,0.9557625145518044,0.9739027283511269,0.9647473560517038,0.9206502559036743,0.9592141378981911
VNINDEX,0.9146023468057366,0.9653679653679653,0.8621134020618557,0.9108236895847516,0.8342859506788005,0.9152255664662841
VNINDEX,0.9698952879581152,0.9731800766283525,0.9682337992376112,0.9707006369426752,0.9397583642110531,0.9699468591329757
VNINDEX,0.9581151832460733,0.9675090252707581,0.9560047562425684,0.9617224880382775,0.9155632023404796,0.9583517230994503
VNINDEX,0.9594240837696335,0.9604449938195303,0.9628252788104089,0.9616336633663366,0.9185814162114917,0.959221238573027
VNINDEX,0.9276401564537158,0.9176626826029216,0.9337837837837838,0.9256530475552579,0.855310285722169,0.9278490707332017
VNINDEX,0.9770942408376964,0.9855222337125129,0.9784394250513347,0.9819680577022153,0.9506254799917286,0.9765843334642956
VNINDEX,0.962696335078534,0.959417273673257,0.9808510638297873,0.9700157811678064,0.921074432118726,0.9572622666087711
VNINDEX,0.9341590612777053,0.9695863746958637,0.9129438717067583,0.9404129793510324,0.8689619118563859,0.9375611945523201
VNINDEX,0.9554973821989529,0.9705284552845529,0.9607645875251509,0.9656218402426694,0.90263933382719,0.953228735710141
VNINDEX,0.9198174706649282,0.9568181818181818,0.9083063646170443,0.9319313779745434,0.8362229423929771,0.9228516996067099
VNINDEX,0.8963494132985659,0.9160997732426304,0.9048152295632699,0.9104225352112676,0.7875490416819481,0.8946853058892792
