Ticker,Accuracy,Precision,Recall,F1_Score,MCC,AUC
QE,0.8923611111111112,0.9113149847094801,0.9003021148036254,0.905775075987842,0.7803582267307944,0.8909673839324249
QE,0.9479166666666666,0.9520451339915373,0.9629101283880172,0.9574468085106383,0.890433470295622,0.9437610508902391
QE,0.9548611111111112,0.9404958677685951,0.9726495726495726,0.9563025210084033,0.9102008612667225,0.9545787545787546
QE,0.9505208333333334,0.9486049926578561,0.9670658682634731,0.9577464788732394,0.8983167391332704,0.947375909338348
QE,0.9513888888888888,0.951530612244898,0.9764397905759162,0.9638242894056848,0.8904779728281157,0.9392508231230098
QE,0.8920552677029361,0.9081455805892548,0.8791946308724832,0.8934356351236148,0.7845548756289815,0.8924442905252096
QE,0.9678819444444444,0.9580838323353293,0.9861325115562404,0.9719058466211085,0.9349667664064473,0.9652332537900487
QE,0.9661458333333334,0.9574074074074074,0.9699812382739212,0.9636533084808948,0.9320437484714523,0.9664122669560236
QE,0.9513888888888888,0.9682274247491639,0.939935064935065,0.9538714991762769,0.9029625772972252,0.9522436518705176
QE,0.9565972222222222,0.9559228650137741,0.9747191011235955,0.9652294853963838,0.9078118098165038,0.9509959141981614
QE,0.8929188255613126,0.9038461538461539,0.8639705882352942,0.8834586466165414,0.785193520375099,0.8912686817397968
QE,0.9765625,0.9658119658119658,0.9877622377622378,0.9766637856525497,0.953372878395105,0.9766397395707742
QE,0.9774305555555556,0.9772382397572079,0.983206106870229,0.980213089802131,0.9539749699994848,0.9765125101755573
QE,0.9626736111111112,0.9796747967479674,0.96271637816245,0.9711215580926796,0.9186519673873361,0.9626549471859632
QE,0.9119170984455959,0.9182608695652174,0.9056603773584906,0.9119170984455958,0.8239212469237079,0.9119606234618539
QE,0.9774305555555556,0.9706422018348624,0.9814471243042672,0.9760147601476016,0.9547566780612128,0.9776729911896539
QE,0.9826388888888888,0.9752704791344667,0.9937007874015747,0.9843993759750389,0.9650486125838786,0.981376505886474
QE,0.9127806563039723,0.866,0.9271948608137045,0.8955532574974147,0.822242641547925,0.9151169673098912
QE,0.9748263888888888,0.9725651577503429,0.9874651810584958,0.9799585348997927,0.9463224342362867,0.97069111587487
QE,0.9058721934369602,0.92,0.8781818181818182,0.8986046511627906,0.8116249138571763,0.9045514354066986
QE,0.8480138169257341,0.7974683544303798,0.9752321981424149,0.8774373259052926,0.7068900282810359,0.8313660990712075
