BnH,LR,SVM,DT,RF,XGB,LGB,MLP,CNN,LSTM,GRU,Transformer,CNN_LSTM,CNN_Transformer,GAN
-0.0010089910089908472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.022239847526046644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
0.009700517541249825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.004690222404427561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
0.009809862964520013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.004039874744531157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
0.01266664029431539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
0.007636497831733844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
0.006827785109428545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
0.012327301863234458,0.0,0.0,-0.00016816516816516489,0.0,0.0,0.0,-0.00016816516816516489,,,,,,,
0.008649137491461524,0.0,0.0,0.0012733577470784429,0.0,0.0,0.0,0.001441522915243584,,,,,,,
-0.004828176712243739,0.0,-0.0001681651681651412,-0.0008046961187072875,0.0,0.0,0.0,-0.0008046961187072875,,,,,,,
0.0010371450848506302,0.0,0.00017285751414175394,0.00017285751414176912,0.0,0.0,0.0,0.00017285751414176912,,,,,,,
-0.034727512114766254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.004391418729053639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.0198281583551098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.03603782594204368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
0.03421318598240374,0.0,0.0,-0.00016822026682246444,0.0,0.0,0.0,0.0,,,,,,,
-0.010577783731812508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.018918094581246617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.00851997046122013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005044955044954946
-0.004653786837346462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023268934186732614
-0.005113522450787897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002556761225393925
-0.017544984644274546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008772492322137325
-0.04290630644444179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014302102148147262
0.015862926073177856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005287642024392685
-0.030682198350230703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010227399450076956
-0.021744285275930284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007248095091976721
0.021368176635408395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007122725545136142
-0.0026061744653122798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008687248217707991
0.014795901756641373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049319672522138095
0.040804297194452915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013601432398150952
-0.0005875166934258736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00019583889780861772
-0.003965099664523944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013216998881746117
-0.01611439435795861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00553962995415139
0.016164854842630888,0.0,0.0,-0.00016824217287217584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005388284947543638
0.016993906801807904,0.0,0.0,0.0028323178003013066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056646356006026
0.01377421202889158,0.0,-0.00016822676749512672,0.00212752537557319,0.0,0.0,0.0,-0.0001682202668224889,0.0,0.0,0.0,0.0,0.0,0.0,0.0044231120929669335
-0.0011554748723088164,0.0,-0.00019257914538480222,-0.00038515829076957836,0.0,0.0,0.0,-0.0001925791453848025,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005777374361543803
0.008918183822073484,0.0,0.0014863639703455835,0.0029727279406911427,0.0,0.0,0.0,0.0014863639703455885,0.0,0.0,0.0,0.0,-0.00016816516816516489,0.0,0.004459091911036733
0.01479699631232284,-0.000840825840825706,0.0016253402112281006,0.004427836599612213,-0.000840825840825706,-0.0010089910089908472,-0.0010089910089908472,0.0022980008838886677,-0.0001681651681651412,-0.0001681651681651412,-0.0003363303363302824,0.0,0.0019616705475583984,-0.0005044955044954236,0.0073984981561614595
0.0026624074958293605,0.00205050774502584,0.002662407495829239,0.0022186729131910316,0.00205050774502584,0.002662407495829206,0.002662407495829206,0.0003829736607809169,-6.076092185729361e-05,0.000443734582638201,0.00021480849261574253,-0.0008408258408258243,0.0016067731623876551,0.0008267082434191084,0.0013312037479146636
0.008665438099516426,0.00866543809951637,0.008665438099516363,0.007053033248098477,0.00866543809951637,0.008665438099516365,0.008665438099516365,0.0070530332480984856,0.005608793564845759,0.0011079093469223977,0.008665438099516384,0.007221198416263661,0.007053033248098489,0.008665438099516379,0.004332719049758154
-0.01074670959818096,-0.010746709598180812,-0.010746709598180805,-0.010746709598180818,-0.010746709598180812,-0.010746709598180802,-0.010746709598180802,-0.01074670959818082,-0.009123756499982505,-0.005877850303585817,-0.010746709598180845,-0.00912375649998253,-0.010746709598180812,-0.010746709598180833,-0.005541591961256659
0.016068200936065,0.016068200936064977,0.01606820093606495,0.016068200936064963,0.016068200936064977,0.01606820093606497,0.01606820093606497,0.016068200936064973,0.016068200936064977,0.0160682009360649,0.016068200936065008,0.016068200936064998,0.016068200936064966,0.016068200936065,0.01071213395737665
0.004859557315848286,0.004859557315848189,0.004859557315848198,0.004859557315848214,0.004859557315848189,0.004859557315848177,0.004859557315848177,0.00485955731584824,0.004859557315848233,0.004859557315848238,0.004859557315848223,0.004859557315848252,0.004859557315848199,0.004859557315848211,0.0032397048772321853
0.004902440586887688,0.004902440586887787,0.004902440586887783,0.004902440586887794,0.004902440586887787,0.004902440586887792,0.004902440586887792,0.004902440586887776,0.004902440586887786,0.004902440586887824,0.004902440586887769,0.004902440586887775,0.004902440586887788,0.0049024405868877755,0.003268293724591856
