Ticker,Accuracy,Precision,Recall,F1_Score,MCC,AUC
TASI,0.8980263157894737,0.9291882556131261,0.911864406779661,0.9204448246364414,0.7787624180432177,0.8922676071165386
TASI,0.9232456140350878,0.9142857142857143,0.9411764705882353,0.9275362318840579,0.8463891903383675,0.9224230976794388
TASI,0.9298245614035088,0.9422382671480144,0.9422382671480144,0.9422382671480144,0.8528527922876793,0.9264263961438396
TASI,0.9364035087719298,0.9395973154362416,0.9621993127147767,0.9507640067911715,0.8615014467683608,0.9265542018119338
TASI,0.9342105263157895,0.9395973154362416,0.958904109589041,0.9491525423728814,0.8563672917805251,0.9245740060140326
TASI,0.8907103825136612,0.9104761904761904,0.9001883239171374,0.9053030303030302,0.7761839593016019,0.888896245291902
TASI,0.9550438596491229,0.9421965317919075,0.978,0.959764474975466,0.9096844027135492,0.9525922330097087
TASI,0.9517543859649122,0.9872262773722628,0.9359861591695502,0.9609236234458259,0.9001825731129621,0.9575140376686074
TASI,0.9583333333333334,0.9781144781144782,0.9587458745874587,0.9683333333333335,0.9078414755610885,0.95813110722837
TASI,0.9627192982456141,0.9864406779661017,0.9572368421052632,0.9716193656093489,0.9182215723231328,0.9654605263157895
TASI,0.9202185792349726,0.9496268656716418,0.9171171171171171,0.9330889092575618,0.8351572145735731,0.9210585585585586
TASI,0.9769736842105263,0.9682875264270613,0.9870689655172413,0.9775880469583778,0.9541033216817328,0.9767934113300492
TASI,0.9747807017543859,0.9775967413441955,0.975609756097561,0.9766022380467956,0.9492562151495986,0.9747096399535423
TASI,0.9714912280701754,0.9795081967213115,0.9676113360323887,0.9735234215885948,0.9427296328337516,0.9718439455281561
TASI,0.9289617486338798,0.9351851851851852,0.9160997732426304,0.9255441008018329,0.8578039855381857,0.9285140216424124
TASI,0.981359649122807,0.9775474956822107,0.9929824561403509,0.9852045256744995,0.9602385926806699,0.9774853801169591
TASI,0.9769736842105263,0.9709401709401709,0.993006993006993,0.9818496110630942,0.9508249666741496,0.9715034965034964
TASI,0.9289617486338798,0.9172794117647058,0.9614643545279383,0.9388523047977423,0.8555642277331418,0.9239139954457873
TASI,0.9758771929824561,0.9832775919732442,0.98,0.9816360601001669,0.9465037734522235,0.973974358974359
TASI,0.9398907103825137,0.9424460431654677,0.9579524680073126,0.9501359927470535,0.8746797782452687,0.9354979731340911
TASI,0.8775956284153006,0.9739696312364425,0.8178506375227687,0.889108910891089,0.7692247538682574,0.8925318761384335
