Ticker,Accuracy,Precision,Recall,F1_Score,MCC,AUC
TASI,0.8991228070175439,0.9527272727272728,0.888135593220339,0.9192982456140351,0.7886817893855276,0.903695125802716
TASI,0.9122807017543859,0.8837209302325582,0.957983193277311,0.9193548387096775,0.8267672425830646,0.9101842571891141
TASI,0.9298245614035088,0.9640151515151515,0.9187725631768953,0.9408502772643252,0.8562117991313785,0.9328499687392856
TASI,0.9221491228070176,0.9036334913112164,0.9828178694158075,0.9415637860082304,0.8321483087321239,0.8989846922836614
TASI,0.9451754385964912,0.9587628865979382,0.9554794520547946,0.9571183533447685,0.8811410914709715,0.9411543601737388
TASI,0.9005464480874317,0.9059040590405905,0.9246704331450094,0.9151910531220877,0.795254408978483,0.8959289665725048
TASI,0.956140350877193,0.96,0.96,0.96,0.9114563106796116,0.9557281553398058
TASI,0.9649122807017544,0.972318339100346,0.972318339100346,0.972318339100346,0.9244141474835795,0.9622070737417897
TASI,0.9583333333333334,0.984641638225256,0.9521452145214522,0.9681208053691276,0.9091084232521048,0.9613667249077849
TASI,0.9649122807017544,0.9768211920529801,0.9703947368421053,0.9735973597359736,0.9213560462509535,0.962171052631579
TASI,0.9245901639344263,0.9418181818181818,0.9333333333333333,0.937556561085973,0.8424440121795151,0.9222222222222222
TASI,0.9725877192982456,0.9640591966173362,0.9827586206896551,0.9733191035218783,0.9453239384650312,0.9724060960591133
TASI,0.9725877192982456,0.9569471624266145,0.9939024390243902,0.9750747756729811,0.9454853321767683,0.9707607433217189
TASI,0.9846491228070176,0.9878048780487805,0.9838056680161943,0.9858012170385396,0.969104367830752,0.9847258005152741
TASI,0.940983606557377,0.9234135667396062,0.9569160997732427,0.9398663697104678,0.8825024574171495,0.9415382186629926
TASI,0.9769736842105263,0.9740932642487047,0.9894736842105263,0.9817232375979114,0.9508302537444233,0.9728070175438597
TASI,0.9791666666666666,0.9742710120068611,0.993006993006993,0.9835497835497835,0.9554782754079211,0.9744446729740848
TASI,0.9366120218579235,0.9153153153153153,0.9788053949903661,0.9459962756052142,0.8723521425990773,0.9300592631517487
TASI,0.9791666666666666,0.9770114942528736,0.9916666666666667,0.9842845326716294,0.9536277023508046,0.9733974358974359
TASI,0.9486338797814208,0.9578754578754579,0.9561243144424132,0.9569990850869168,0.8932294737270865,0.9468121572212066
TASI,0.9147540983606557,0.9916492693110647,0.8652094717668488,0.924124513618677,0.8379463466829495,0.9271402550091075
