Ticker,Accuracy,Precision,Recall,F1_Score,MCC,AUC
NIKKEI,0.9021879021879022,0.9182242990654206,0.9055299539170507,0.9118329466357308,0.8021162904856082,0.90174456879526
NIKKEI,0.9086229086229086,0.9268571428571428,0.9122609673790776,0.9195011337868481,0.8139988424581285,0.9080101829376591
NIKKEI,0.9073359073359073,0.9234746639089969,0.9273104880581516,0.9253886010362694,0.8031609071167585,0.9010494910679928
NIKKEI,0.8970398970398971,0.9065520945220193,0.920392584514722,0.9134199134199135,0.7865910890129733,0.8919074382542213
NIKKEI,0.907979407979408,0.9137749737118822,0.9344086021505377,0.9239766081871345,0.8077919206979428,0.9014991728701407
NIKKEI,0.9096153846153846,0.9237569060773481,0.920704845814978,0.9222283507997795,0.8143547663528032,0.9074383124780413
NIKKEI,0.9041184041184042,0.9278481012658227,0.8884848484848484,0.9077399380804954,0.8088611309549433,0.9051477740366629
NIKKEI,0.8925353925353925,0.9066666666666666,0.9076751946607341,0.9071706503613118,0.7795931188900113,0.8897154599257868
NIKKEI,0.8873873873873874,0.8969555035128806,0.8980070339976554,0.8974809607498535,0.7725709302525084,0.8862360419631643
NIKKEI,0.9034749034749034,0.908675799086758,0.9191685912240185,0.9138920780711827,0.8041592374072856,0.9014447607282884
NIKKEI,0.8987179487179487,0.9122596153846154,0.8992890995260664,0.905727923627685,0.796417055935103,0.8986668961317483
NIKKEI,0.9099099099099099,0.9276315789473685,0.9195652173913044,0.923580786026201,0.8139140527271482,0.9077321355095324
NIKKEI,0.9060489060489061,0.9126984126984127,0.9210526315789473,0.9168564920273349,0.8089178397497662,0.9039086687306501
NIKKEI,0.915057915057915,0.9217877094972067,0.9301014656144306,0.9259259259259259,0.8264288683352397,0.9125769696887746
NIKKEI,0.9134615384615384,0.9214780600461894,0.922543352601156,0.9220103986135183,0.824818941298403,0.9123508129912254
NIKKEI,0.8893178893178894,0.8975409836065574,0.9240506329113924,0.9106029106029108,0.7659721119697409,0.8795170656306137
NIKKEI,0.898970398970399,0.9068825910931174,0.9323621227887617,0.9194458696767573,0.7845951888806351,0.8886093919171465
NIKKEI,0.892948717948718,0.9037656903765691,0.9201277955271565,0.9118733509234828,0.7757772354531034,0.8859898236895042
NIKKEI,0.9009009009009009,0.9009483667017913,0.9344262295081968,0.9173819742489271,0.7945152300277243,0.8936606890889967
NIKKEI,0.9,0.9080841638981174,0.9182530795072789,0.9131403118040089,0.7953926085356524,0.8969076491989169
NIKKEI,0.9012820512820513,0.9,0.9337748344370861,0.9165763813651138,0.7966076116462422,0.8950219737934667
