Date,open,high,low,close,volume
2000-01-04,8271.7001953125,8305.900390625,8157.60009765625,8202.599609375,59509800
2000-01-05,8100.2001953125,8147.2001953125,8018.60009765625,8119.39990234375,94545700
2000-01-06,8137.0,8186.39990234375,8075.7001953125,8114.2001953125,79690100
2000-01-07,8193.400390625,8430.0,8193.400390625,8429.400390625,87693100
2000-01-10,8544.2998046875,8610.7998046875,8509.099609375,8602.5,83317000
2000-01-11,8581.599609375,8634.7001953125,8442.599609375,8442.599609375,87836900
2000-01-12,8444.2998046875,8444.2998046875,8327.5,8360.0,85409000
2000-01-13,8423.7001953125,8450.7001953125,8383.2998046875,8417.900390625,91300500
2000-01-14,8531.2001953125,8531.2001953125,8357.5,8357.5,1674400
2000-01-17,8357.5,8494.5,8357.5,8479.2998046875,1141700
2000-01-18,8432.2001953125,8595.099609375,8432.2001953125,8589.7001953125,89196200
2000-01-19,8624.400390625,8689.099609375,8624.400390625,8635.099609375,86112400
2000-01-20,8697.7001953125,8740.900390625,8677.400390625,8682.900390625,86720300
2000-01-21,8755.599609375,8755.599609375,8634.5,8634.900390625,89580000
2000-01-24,8752.099609375,8752.099609375,8453.599609375,8458.7998046875,91735200
2000-01-25,8467.7998046875,8537.599609375,8414.7001953125,8505.5,88278800
2000-01-26,8632.5,8657.599609375,8572.7998046875,8582.599609375,82693600
2000-01-27,8675.900390625,8754.2998046875,8562.7001953125,8645.7998046875,15754600
2000-01-28,8588.0,8625.2001953125,8389.2998046875,8390.400390625,94340200
2000-01-31,8428.099609375,8512.2001953125,8304.7001953125,8481.099609375,4751700
2000-02-01,8496.2998046875,8546.900390625,8438.400390625,8535.2998046875,79829500
2000-02-02,8643.2998046875,8796.0,8629.5,8769.5,21086000
2000-02-03,8828.2998046875,8912.2998046875,8770.5,8894.400390625,99696900
2000-02-04,9014.0,9269.2998046875,9014.0,9209.2001953125,95752000
2000-02-07,9207.5,9207.5,9117.900390625,9156.0,8368700
2000-02-08,9302.2001953125,9309.400390625,9241.900390625,9300.7998046875,132600
2000-02-09,9404.0,9427.900390625,9255.2001953125,9255.2001953125,1613200
2000-02-10,9309.599609375,9343.0,9269.7998046875,9321.0,88179400
2000-02-11,9295.5,9295.5,9150.900390625,9156.7001953125,97687500
2000-02-14,9301.400390625,9314.5,9215.099609375,9314.5,83054400
2000-02-15,9338.900390625,9414.5,9239.5,9356.099609375,207400
2000-02-16,9295.599609375,9496.099609375,9295.599609375,9428.599609375,15764500
2000-02-17,9531.0,9557.599609375,9460.900390625,9463.5,18981100
2000-02-18,9506.2001953125,9506.2001953125,9295.5,9295.5,93342900
2000-02-21,9295.5,9295.5,9228.900390625,9231.2001953125,1969100
2000-02-22,9287.599609375,9296.7998046875,9149.2001953125,9194.900390625,92223500
2000-02-23,9247.5,9336.0,9209.400390625,9315.0,506100
2000-02-24,9391.7001953125,9391.7001953125,9212.7001953125,9214.2001953125,11748100
2000-02-25,9193.7001953125,9232.7001953125,9133.2001953125,9141.2001953125,15763600
2000-02-28,9199.2001953125,9223.400390625,9051.2998046875,9223.400390625,81020900
2000-02-29,9338.400390625,9338.400390625,9129.0,9129.0,250100
2000-03-01,9317.900390625,9451.599609375,9304.7998046875,9411.599609375,11565000
2000-03-02,9446.900390625,9542.400390625,9446.900390625,9516.099609375,24775200
2000-03-03,9573.099609375,9573.099609375,9462.900390625,9462.900390625,4265100
2000-03-06,9521.099609375,9633.5,9521.099609375,9580.900390625,20861000
2000-03-07,9595.7001953125,9662.099609375,9394.2001953125,9425.5,78100000
2000-03-08,9414.900390625,9415.900390625,9277.400390625,9281.099609375,6219800
2000-03-09,9330.2998046875,9413.7001953125,9282.900390625,9413.7001953125,94323500
2000-03-10,9479.5,9554.7001953125,9478.0,9487.099609375,80959900
2000-03-13,9292.099609375,9500.7998046875,9292.099609375,9461.599609375,67158700
2000-03-14,9580.0,9580.0,9393.7998046875,9393.7998046875,41439400
2000-03-15,9392.2998046875,9392.2998046875,9191.900390625,9293.599609375,11607300
2000-03-16,9463.7001953125,9571.400390625,9310.900390625,9488.0,45561500
2000-03-17,9597.7001953125,9708.5,9528.7998046875,9528.7998046875,16668200
2000-03-20,9689.2001953125,9707.900390625,9550.599609375,9568.2998046875,72540500
2000-03-21,9500.0,9669.7998046875,9430.7001953125,9651.400390625,79842600
2000-03-22,9650.5,9881.7001953125,9620.7001953125,9871.599609375,86292100
2000-03-23,9923.400390625,10057.7998046875,9878.0,9990.099609375,98117700
2000-03-24,10083.599609375,10176.7001953125,10036.599609375,10052.7001953125,78343400
2000-03-27,10063.2998046875,10117.900390625,10036.099609375,10043.0,70026800
2000-03-28,10016.099609375,10016.099609375,9896.2001953125,9922.900390625,84924700
2000-03-29,9868.7001953125,9868.7001953125,9656.2998046875,9702.2001953125,95764500
2000-03-30,9480.099609375,9565.5,9280.5,9394.0,104258700
2000-03-31,9535.099609375,9635.5,9390.599609375,9462.400390625,91168200
2000-04-03,9520.7001953125,9520.7001953125,9350.7998046875,9374.7001953125,88763600
2000-04-04,9323.099609375,9354.099609375,8690.900390625,9141.7998046875,145639000
2000-04-05,9075.0,9313.900390625,8988.599609375,9226.5,103086100
2000-04-06,9390.5,9491.2001953125,9363.599609375,9441.2998046875,95372800
2000-04-07,9584.599609375,9640.099609375,9465.2001953125,9465.2001953125,94350300
2000-04-10,9633.0,9633.0,9460.599609375,9460.900390625,98460400
